m_H,tanb,Br_B_Xs_H,Br_K_pi_H,Br_eta_pi_H,Br_eta_prime_pi_H,Br_pi_semilep,Br_K_semilep,Br_Upsilon_gamma_H,Br_B_Xs_HH,Br_K_pi_HH
8.1836363636e+00,6.1359072734e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.3858045868e-29,0.0000000000e+00,0.0000000000e+00
8.1836363636e+00,6.5793322466e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2014330035e-29,0.0000000000e+00,0.0000000000e+00
8.1836363636e+00,7.0548023107e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.7642623401e-29,0.0000000000e+00,0.0000000000e+00
8.1836363636e+00,7.5646332755e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.8187000585e-29,0.0000000000e+00,0.0000000000e+00
8.1836363636e+00,8.1113083079e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.1965831839e-29,0.0000000000e+00,0.0000000000e+00
8.1836363636e+00,8.6974900262e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.8727183933e-30,0.0000000000e+00,0.0000000000e+00
8.1836363636e+00,9.3260334688e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.1797229840e-30,0.0000000000e+00,0.0000000000e+00
8.1836363636e+00,1.0000000000e+04,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.4079119241e-30,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.0000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9976709926e-12,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.0722672220e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9709742410e-12,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.1497569954e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2960306116e-12,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.2328467394e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.5227937889e-13,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.3219411485e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.6050158949e-13,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.4174741629e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6863465888e-13,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.5199110830e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.4245811347e-13,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.6297508346e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5947614679e-13,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.7475284000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0489886374e-13,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.8738174229e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.9001697166e-14,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,2.0092330026e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.5390072551e-14,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,2.1544346900e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9858811180e-14,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,2.3101297001e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9642343570e-14,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,2.4770763560e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2921771387e-14,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,2.6560877829e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.5007593802e-15,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,2.8480358684e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.5924152369e-15,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,3.0538555088e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6791401257e-15,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,3.2745491629e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.4204593684e-15,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,3.5111917342e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5924038545e-15,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,3.7649358068e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0476400281e-15,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,4.0370172586e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.8924549836e-16,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,4.3287612811e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.5345938474e-16,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,4.6415888336e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9833562238e-16,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,4.9770235643e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9627898281e-16,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,5.3366992312e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2913506796e-16,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,5.7223676594e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.4960308406e-17,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,6.1359072734e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.5897097725e-17,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,6.5793322466e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6775921485e-17,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,7.0548023107e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.4195736530e-17,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,7.5646332755e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5918970624e-17,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,8.1113083079e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0473500463e-17,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,8.6974900262e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.8907957170e-18,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,9.3260334688e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.5336444117e-18,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.0000000000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9828129505e-18,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.0722672220e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9624789614e-18,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.1497569954e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2911727973e-18,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.2328467394e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.4950129684e-19,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.3219411485e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.5891273263e-19,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.4174741629e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6772588601e-19,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.5199110830e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.4193829375e-19,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.6297508346e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5917879301e-19,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.7475284000e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0472875979e-19,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.8738174229e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.8904383696e-20,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,2.0092330026e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.5334399270e-20,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,2.1544346900e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9826959382e-20,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,2.3101297001e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9624120033e-20,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,2.4770763560e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2911344818e-20,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,2.6560877829e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.4947937145e-21,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,2.8480358684e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.5890018618e-21,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,3.0538555088e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6771870652e-21,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,3.2745491629e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.4193418539e-21,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,3.5111917342e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5917644207e-21,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,3.7649358068e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0472741450e-21,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,4.0370172586e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.8903613876e-22,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,4.3287612811e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.5333958751e-22,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,4.6415888336e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9826707300e-22,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,4.9770235643e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9623975784e-22,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,5.3366992312e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2911262274e-22,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,5.7223676594e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.4947464797e-23,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,6.1359072734e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.5889748327e-23,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,6.5793322466e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6771715978e-23,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,7.0548023107e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.4193330031e-23,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,7.5646332755e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5917593557e-23,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,8.1113083079e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0472712468e-23,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,8.6974900262e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.8903448020e-24,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,9.3260334688e+02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.5333863839e-24,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.0000000000e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9826652989e-24,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.0722672220e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9623944708e-24,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.1497569954e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2911244487e-24,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.2328467394e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.4947363043e-25,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.3219411485e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.5889690111e-25,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.4174741629e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6771682660e-25,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.5199110830e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.4193310956e-25,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.6297508346e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5917582643e-25,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.7475284000e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0472706227e-25,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.8738174229e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.8903412303e-26,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,2.0092330026e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.5333843443e-26,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,2.1544346900e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9826641294e-26,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,2.3101297001e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9623937999e-26,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,2.4770763560e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2911240657e-26,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,2.6560877829e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.4947341155e-27,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,2.8480358684e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.5889677595e-27,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,3.0538555088e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6771675462e-27,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,3.2745491629e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.4193306814e-27,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,3.5111917342e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5917580285e-27,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,3.7649358068e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0472704866e-27,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,4.0370172586e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.8903404426e-28,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,4.3287612811e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.5333839033e-28,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,4.6415888336e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9826638817e-28,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,4.9770235643e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.9623936558e-28,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,5.3366992312e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2911239793e-28,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,5.7223676594e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.4947337166e-29,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,6.1359072734e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.5889674570e-29,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,6.5793322466e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6771673813e-29,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,7.0548023107e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.4193305716e-29,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,7.5646332755e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.5917579849e-29,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,8.1113083079e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0472704549e-29,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,8.6974900262e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.8903403323e-30,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,9.3260334688e+03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.5333838204e-30,0.0000000000e+00,0.0000000000e+00
8.2845454545e+00,1.0000000000e+04,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9826639042e-30,0.0000000000e+00,0.0000000000e+00
8.3854545455e+00,1.0000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.5852734843e-12,0.0000000000e+00,0.0000000000e+00
8.3854545455e+00,1.0722672220e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.6998221139e-12,0.0000000000e+00,0.0000000000e+00
8.3854545455e+00,1.1497569954e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.1177322606e-12,0.0000000000e+00,0.0000000000e+00
8.3854545455e+00,1.2328467394e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.3502905585e-13,0.0000000000e+00,0.0000000000e+00
8.3854545455e+00,1.3219411485e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.8339190684e-13,0.0000000000e+00,0.0000000000e+00
8.3854545455e+00,1.4174741629e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.1792061615e-13,0.0000000000e+00,0.0000000000e+00
8.3854545455e+00,1.5199110830e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0910251103e-13,0.0000000000e+00,0.0000000000e+00
8.3854545455e+00,1.6297508346e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.3753659247e-13,0.0000000000e+00,0.0000000000e+00
8.3854545455e+00,1.7475284000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0467650264e-14,0.0000000000e+00,0.0000000000e+00
8.3854545455e+00,1.8738174229e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.9508951614e-14,0.0000000000e+00,0.0000000000e+00
8.3854545455e+00,2.0092330026e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.9145640500e-14,0.0000000000e+00,0.0000000000e+00
8.3854545455e+00,2.1544346900e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.5751055739e-14,0.0000000000e+00,0.0000000000e+00
8.3854545455e+00,2.3101297001e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.6940094535e-14,0.0000000000e+00,0.0000000000e+00
8.3854545455e+00,2.4770763560e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.1144089201e-14,0.0000000000e+00,0.0000000000e+00
8.3854545455e+00,2.6560877829e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.3312874815e-15,0.0000000000e+00,0.0000000000e+00
8.3854545455e+00,2.8480358684e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.8230519162e-15,0.0000000000e+00,0.0000000000e+00
8.3854545455e+00,3.0538555088e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.1729911106e-15,0.0000000000e+00,0.0000000000e+00
8.3854545455e+00,3.2745491629e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0874703863e-15,0.0000000000e+00,0.0000000000e+00
