m_H,tanb,Br_B_Xs_H,Br_K_pi_H,Br_eta_pi_H,Br_eta_prime_pi_H,Br_pi_semilep,Br_K_semilep,Br_Upsilon_gamma_H,Br_B_Xs_HH,Br_K_pi_HH
4.1363636364e-01,3.7649358068e+03,2.8773197820e-06,0.0000000000e+00,0.0000000000e+00,5.4910212324e-30,0.0000000000e+00,3.0605073011e-18,8.1703354866e-27,3.2154824114e-05,0.0000000000e+00
4.1363636364e-01,4.0370172586e+03,2.5025460085e-06,0.0000000000e+00,0.0000000000e+00,3.6127252847e-30,0.0000000000e+00,2.6618731727e-18,5.3755351414e-27,3.2154824114e-05,0.0000000000e+00
4.1363636364e-01,4.3287612811e+03,2.1765868933e-06,0.0000000000e+00,0.0000000000e+00,2.3769319948e-30,0.0000000000e+00,2.3151615370e-18,3.5367431675e-27,3.2154824114e-05,0.0000000000e+00
4.1363636364e-01,4.6415888336e+03,1.8930842783e-06,0.0000000000e+00,0.0000000000e+00,1.5638625277e-30,0.0000000000e+00,2.0136094377e-18,2.3269408304e-27,3.2154824114e-05,0.0000000000e+00
4.1363636364e-01,4.9770235643e+03,1.6465081620e-06,0.0000000000e+00,0.0000000000e+00,1.0289171105e-30,0.0000000000e+00,1.7513348001e-18,1.5309716763e-27,3.2154824114e-05,0.0000000000e+00
4.1363636364e-01,5.3366992312e+03,1.4320488310e-06,0.0000000000e+00,0.0000000000e+00,6.7695874893e-31,0.0000000000e+00,1.5232216957e-18,1.0072771266e-27,3.2154824114e-05,0.0000000000e+00
4.1363636364e-01,5.7223676594e+03,1.2455230419e-06,0.0000000000e+00,0.0000000000e+00,4.4539365712e-31,0.0000000000e+00,1.3248205506e-18,6.6272109471e-28,3.2154824114e-05,0.0000000000e+00
4.1363636364e-01,6.1359072734e+03,1.0832924231e-06,0.0000000000e+00,0.0000000000e+00,2.9303928037e-31,0.0000000000e+00,1.1522613525e-18,4.3602621990e-28,3.2154824114e-05,0.0000000000e+00
4.1363636364e-01,6.5793322466e+03,9.4219250420e-07,0.0000000000e+00,0.0000000000e+00,1.9280027867e-31,0.0000000000e+00,1.0021781621e-18,2.8687613687e-28,3.2154824114e-05,0.0000000000e+00
4.1363636364e-01,7.0548023107e+03,8.1947099058e-07,0.0000000000e+00,0.0000000000e+00,1.2684970795e-31,0.0000000000e+00,8.7164345693e-19,1.8874534016e-28,3.2154824114e-05,0.0000000000e+00
4.1363636364e-01,7.5646332755e+03,7.1273407655e-07,0.0000000000e+00,0.0000000000e+00,8.3458638468e-32,0.0000000000e+00,7.5811102730e-19,1.2418183188e-28,3.2154824114e-05,0.0000000000e+00
4.1363636364e-01,8.1113083079e+03,6.1989975208e-07,0.0000000000e+00,0.0000000000e+00,5.4910210662e-32,0.0000000000e+00,6.5936630987e-19,8.1703352392e-29,3.2154824114e-05,0.0000000000e+00
4.1363636364e-01,8.6974900262e+03,5.3915719100e-07,0.0000000000e+00,0.0000000000e+00,3.6127252269e-32,0.0000000000e+00,5.7348319037e-19,5.3755350554e-29,3.2154824114e-05,0.0000000000e+00
4.1363636364e-01,9.3260334688e+03,4.6893142905e-07,0.0000000000e+00,0.0000000000e+00,2.3769319513e-32,0.0000000000e+00,4.9878643284e-19,3.5367431028e-29,3.2154824114e-05,0.0000000000e+00
4.1363636364e-01,1.0000000000e+04,4.0785264266e-07,0.0000000000e+00,0.0000000000e+00,1.5638625395e-32,0.0000000000e+00,4.3381900248e-19,2.3269408479e-29,3.2154824114e-05,0.0000000000e+00
5.1454545455e-01,1.0000000000e+01,4.0382582338e-01,0.0000000000e+00,0.0000000000e+00,1.2875389624e-14,0.0000000000e+00,0.0000000000e+00,2.3361963422e-11,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.0722672220e+01,3.5118537537e-01,0.0000000000e+00,0.0000000000e+00,8.4655925729e-15,0.0000000000e+00,0.0000000000e+00,1.5360534307e-11,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.1497569954e+01,3.0541150402e-01,0.0000000000e+00,0.0000000000e+00,5.5666212638e-15,0.0000000000e+00,0.0000000000e+00,1.0100447920e-11,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.2328467394e+01,2.6560738947e-01,0.0000000000e+00,0.0000000000e+00,3.6606515855e-15,0.0000000000e+00,0.0000000000e+00,6.6421297479e-12,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.3219411485e+01,2.3099361133e-01,0.0000000000e+00,0.0000000000e+00,2.4074277555e-15,0.0000000000e+00,0.0000000000e+00,4.3681970648e-12,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.4174741629e+01,2.0089271647e-01,0.0000000000e+00,0.0000000000e+00,1.5833341530e-15,0.0000000000e+00,0.0000000000e+00,2.8729068126e-12,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.5199110830e+01,1.7471583033e-01,0.0000000000e+00,0.0000000000e+00,1.0413893606e-15,0.0000000000e+00,0.0000000000e+00,1.8895661305e-12,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.6297508346e+01,1.5195103780e-01,0.0000000000e+00,0.0000000000e+00,6.8497094267e-16,0.0000000000e+00,0.0000000000e+00,1.2428568435e-12,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.7475284000e+01,1.3215329700e-01,0.0000000000e+00,0.0000000000e+00,4.5055436208e-16,0.0000000000e+00,0.0000000000e+00,8.1751580602e-13,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.8738174229e+01,1.1493568175e-01,0.0000000000e+00,0.0000000000e+00,2.9637132892e-16,0.0000000000e+00,0.0000000000e+00,5.3775585419e-13,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,2.0092330026e+01,9.9961776008e-02,0.0000000000e+00,0.0000000000e+00,1.9495630794e-16,0.0000000000e+00,0.0000000000e+00,3.5374169388e-13,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,2.1544346900e+01,8.6939067662e-02,0.0000000000e+00,0.0000000000e+00,1.2824750568e-16,0.0000000000e+00,0.0000000000e+00,2.3270080550e-13,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,2.3101297001e+01,7.5613209316e-02,0.0000000000e+00,0.0000000000e+00,8.4366438883e-17,0.0000000000e+00,0.0000000000e+00,1.5308007887e-13,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,2.4770763560e+01,6.5763031614e-02,0.0000000000e+00,0.0000000000e+00,5.5500700928e-17,0.0000000000e+00,0.0000000000e+00,1.0070416374e-13,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,2.6560877829e+01,5.7196209877e-02,0.0000000000e+00,0.0000000000e+00,3.6511875182e-17,0.0000000000e+00,0.0000000000e+00,6.6249575148e-14,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,2.8480358684e+01,4.9745498045e-02,0.0000000000e+00,0.0000000000e+00,2.4020156079e-17,0.0000000000e+00,0.0000000000e+00,4.3583769041e-14,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,3.0538555088e+01,4.3265455327e-02,0.0000000000e+00,0.0000000000e+00,1.5802388827e-17,0.0000000000e+00,0.0000000000e+00,2.8672905483e-14,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,3.2745491629e+01,3.7629600878e-02,0.0000000000e+00,0.0000000000e+00,1.0396190080e-17,0.0000000000e+00,0.0000000000e+00,1.8863538850e-14,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,3.5111917342e+01,3.2727940318e-02,0.0000000000e+00,0.0000000000e+00,6.8395831685e-18,0.0000000000e+00,0.0000000000e+00,1.2410194679e-14,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,3.7649358068e+01,2.8464815392e-02,0.0000000000e+00,0.0000000000e+00,4.4997511671e-18,0.0000000000e+00,0.0000000000e+00,8.1646478469e-15,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,4.0370172586e+01,2.4757034427e-02,0.0000000000e+00,0.0000000000e+00,2.9603997103e-18,0.0000000000e+00,0.0000000000e+00,5.3715461639e-15,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,4.3287612811e+01,2.1532246844e-02,0.0000000000e+00,0.0000000000e+00,1.9476674630e-18,0.0000000000e+00,0.0000000000e+00,3.5339774063e-15,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,4.6415888336e+01,1.8727529807e-02,0.0000000000e+00,0.0000000000e+00,1.2813905817e-18,0.0000000000e+00,0.0000000000e+00,2.3250403111e-15,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,4.9770235643e+01,1.6288159278e-02,0.0000000000e+00,0.0000000000e+00,8.4304394474e-19,0.0000000000e+00,0.0000000000e+00,1.5296750137e-15,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,5.3366992312e+01,1.4166541371e-02,0.0000000000e+00,0.0000000000e+00,5.5465203426e-19,0.0000000000e+00,0.0000000000e+00,1.0063975471e-15,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,5.7223676594e+01,1.2321283093e-02,0.0000000000e+00,0.0000000000e+00,3.6491565485e-19,0.0000000000e+00,0.0000000000e+00,6.6212723883e-16,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,6.1359072734e+01,1.0716384241e-02,0.0000000000e+00,0.0000000000e+00,2.4008535755e-19,0.0000000000e+00,0.0000000000e+00,4.3562684352e-16,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,6.5793322466e+01,9.3205346678e-03,0.0000000000e+00,0.0000000000e+00,1.5795740062e-19,0.0000000000e+00,0.0000000000e+00,2.8660841521e-16,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,7.0548023107e+01,8.1065031594e-03,0.0000000000e+00,0.0000000000e+00,1.0392385817e-19,0.0000000000e+00,0.0000000000e+00,1.8856636140e-16,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,7.5646332755e+01,7.0506059623e-03,0.0000000000e+00,0.0000000000e+00,6.8374064299e-20,0.0000000000e+00,0.0000000000e+00,1.2406245060e-16,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,8.1113083079e+01,6.1322445862e-03,0.0000000000e+00,0.0000000000e+00,4.4985056573e-20,0.0000000000e+00,0.0000000000e+00,8.1623879110e-17,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,8.6974900262e+01,5.3335038408e-03,0.0000000000e+00,0.0000000000e+00,2.9596870335e-20,0.0000000000e+00,0.0000000000e+00,5.3702530358e-17,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,9.3260334688e+01,4.6388022538e-03,0.0000000000e+00,0.0000000000e+00,1.9472596679e-20,0.0000000000e+00,0.0000000000e+00,3.5332374758e-17,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.0000000000e+02,4.0345880415e-03,0.0000000000e+00,0.0000000000e+00,1.2811572387e-20,0.0000000000e+00,0.0000000000e+00,2.3246169181e-17,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.0722672220e+02,3.5090746948e-03,0.0000000000e+00,0.0000000000e+00,8.4291042342e-21,0.0000000000e+00,0.0000000000e+00,1.5294327438e-17,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.1497569954e+02,3.0520110158e-03,0.0000000000e+00,0.0000000000e+00,5.5457563150e-21,0.0000000000e+00,0.0000000000e+00,1.0062589169e-17,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.2328467394e+02,2.6544811162e-03,0.0000000000e+00,0.0000000000e+00,3.6487193591e-21,0.0000000000e+00,0.0000000000e+00,6.6204791227e-18,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.3219411485e+02,2.3087304720e-03,0.0000000000e+00,0.0000000000e+00,2.4006034072e-21,0.0000000000e+00,0.0000000000e+00,4.3558145132e-18,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.4174741629e+02,2.0080146400e-03,0.0000000000e+00,0.0000000000e+00,1.5794308544e-21,0.0000000000e+00,0.0000000000e+00,2.8658244081e-18,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.5199110830e+02,1.7464676825e-03,0.0000000000e+00,0.0000000000e+00,1.0391566668e-21,0.0000000000e+00,0.0000000000e+00,1.8855149824e-18,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.6297508346e+02,1.5189877322e-03,0.0000000000e+00,0.0000000000e+00,6.8369376926e-22,0.0000000000e+00,0.0000000000e+00,1.2405394551e-18,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.7475284000e+02,1.3211374654e-03,0.0000000000e+00,0.0000000000e+00,4.4982374332e-22,0.0000000000e+00,0.0000000000e+00,8.1619012273e-19,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.8738174229e+02,1.1490575392e-03,0.0000000000e+00,0.0000000000e+00,2.9595335481e-22,0.0000000000e+00,0.0000000000e+00,5.3699745418e-19,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,2.0092330026e+02,9.9939130551e-04,0.0000000000e+00,0.0000000000e+00,1.9471718391e-22,0.0000000000e+00,0.0000000000e+00,3.5330781132e-19,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,2.1544346900e+02,8.6921933160e-04,0.0000000000e+00,0.0000000000e+00,1.2811069803e-22,0.0000000000e+00,0.0000000000e+00,2.3245257260e-19,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,2.3101297001e+02,7.5600245034e-04,0.0000000000e+00,0.0000000000e+00,8.4288166404e-23,0.0000000000e+00,0.0000000000e+00,1.5293805608e-19,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,2.4770763560e+02,6.5753222861e-04,0.0000000000e+00,0.0000000000e+00,5.5455917447e-23,0.0000000000e+00,0.0000000000e+00,1.0062290562e-19,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,2.6560877829e+02,5.7188788765e-04,0.0000000000e+00,0.0000000000e+00,3.6486251867e-23,0.0000000000e+00,0.0000000000e+00,6.6203082500e-20,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,2.8480358684e+02,4.9739883489e-04,0.0000000000e+00,0.0000000000e+00,2.4005495185e-23,0.0000000000e+00,0.0000000000e+00,4.3557167341e-20,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,3.0538555088e+02,4.3261207624e-04,0.0000000000e+00,0.0000000000e+00,1.5794000176e-23,0.0000000000e+00,0.0000000000e+00,2.8657684557e-20,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,3.2745491629e+02,3.7626387319e-04,0.0000000000e+00,0.0000000000e+00,1.0391390209e-23,0.0000000000e+00,0.0000000000e+00,1.8854829644e-20,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,3.5111917342e+02,3.2725509163e-04,0.0000000000e+00,0.0000000000e+00,6.8368367167e-24,0.0000000000e+00,0.0000000000e+00,1.2405211334e-20,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,3.7649358068e+02,2.8462976171e-04,0.0000000000e+00,0.0000000000e+00,4.4981796512e-24,0.0000000000e+00,0.0000000000e+00,8.1617963839e-21,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,4.0370172586e+02,2.4755643031e-04,0.0000000000e+00,0.0000000000e+00,2.9595004834e-24,0.0000000000e+00,0.0000000000e+00,5.3699145468e-21,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,4.3287612811e+02,2.1531194242e-04,0.0000000000e+00,0.0000000000e+00,1.9471529182e-24,0.0000000000e+00,0.0000000000e+00,3.5330437820e-21,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,4.6415888336e+02,1.8726733512e-04,0.0000000000e+00,0.0000000000e+00,1.2810961531e-24,0.0000000000e+00,0.0000000000e+00,2.3245060804e-21,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,4.9770235643e+02,1.6287556883e-04,0.0000000000e+00,0.0000000000e+00,8.4287546836e-25,0.0000000000e+00,0.0000000000e+00,1.5293693190e-21,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,5.3366992312e+02,1.4166085665e-04,0.0000000000e+00,0.0000000000e+00,5.5455562911e-25,0.0000000000e+00,0.0000000000e+00,1.0062226232e-21,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,5.7223676594e+02,1.2320938356e-04,0.0000000000e+00,0.0000000000e+00,3.6486048987e-25,0.0000000000e+00,0.0000000000e+00,6.6202714381e-22,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,6.1359072734e+02,1.0716123452e-04,0.0000000000e+00,0.0000000000e+00,2.4005379092e-25,0.0000000000e+00,0.0000000000e+00,4.3556956693e-22,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,6.5793322466e+02,9.3203373859e-05,0.0000000000e+00,0.0000000000e+00,1.5793933742e-25,0.0000000000e+00,0.0000000000e+00,2.8657564014e-22,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,7.0548023107e+02,8.1063539197e-05,0.0000000000e+00,0.0000000000e+00,1.0391352194e-25,0.0000000000e+00,0.0000000000e+00,1.8854760666e-22,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,7.5646332755e+02,7.0504930657e-05,0.0000000000e+00,0.0000000000e+00,6.8368149618e-26,0.0000000000e+00,0.0000000000e+00,1.2405171860e-22,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,8.1113083079e+02,6.1321591827e-05,0.0000000000e+00,0.0000000000e+00,4.4981672030e-26,0.0000000000e+00,0.0000000000e+00,8.1617737971e-23,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,8.6974900262e+02,5.3334392353e-05,0.0000000000e+00,0.0000000000e+00,2.9594933596e-26,0.0000000000e+00,0.0000000000e+00,5.3699016211e-23,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,9.3260334688e+02,4.6387533815e-05,0.0000000000e+00,0.0000000000e+00,1.9471488416e-26,0.0000000000e+00,0.0000000000e+00,3.5330363851e-23,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.0000000000e+03,4.0345510710e-05,0.0000000000e+00,0.0000000000e+00,1.2810938204e-26,0.0000000000e+00,0.0000000000e+00,2.3245018477e-23,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.0722672220e+03,3.5090467277e-05,0.0000000000e+00,0.0000000000e+00,8.4287413363e-27,0.0000000000e+00,0.0000000000e+00,1.5293668971e-23,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.1497569954e+03,3.0519898596e-05,0.0000000000e+00,0.0000000000e+00,5.5455486513e-27,0.0000000000e+00,0.0000000000e+00,1.0062212370e-23,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.2328467394e+03,2.6544651121e-05,0.0000000000e+00,0.0000000000e+00,3.6486005282e-27,0.0000000000e+00,0.0000000000e+00,6.6202635081e-24,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.3219411485e+03,2.3087183655e-05,0.0000000000e+00,0.0000000000e+00,2.4005354087e-27,0.0000000000e+00,0.0000000000e+00,4.3556911323e-24,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.4174741629e+03,2.0080054818e-05,0.0000000000e+00,0.0000000000e+00,1.5793919431e-27,0.0000000000e+00,0.0000000000e+00,2.8657538048e-24,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.5199110830e+03,1.7464607546e-05,0.0000000000e+00,0.0000000000e+00,1.0391344001e-27,0.0000000000e+00,0.0000000000e+00,1.8854745801e-24,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.6297508346e+03,1.5189824915e-05,0.0000000000e+00,0.0000000000e+00,6.8368102738e-28,0.0000000000e+00,0.0000000000e+00,1.2405163354e-24,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.7475284000e+03,1.3211335010e-05,0.0000000000e+00,0.0000000000e+00,4.4981645226e-28,0.0000000000e+00,0.0000000000e+00,8.1617689336e-25,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.8738174229e+03,1.1490545403e-05,0.0000000000e+00,0.0000000000e+00,2.9594918255e-28,0.0000000000e+00,0.0000000000e+00,5.3698988375e-25,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,2.0092330026e+03,9.9938903691e-06,0.0000000000e+00,0.0000000000e+00,1.9471479656e-28,0.0000000000e+00,0.0000000000e+00,3.5330347956e-25,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,2.1544346900e+03,8.6921761548e-06,0.0000000000e+00,0.0000000000e+00,1.2810933180e-28,0.0000000000e+00,0.0000000000e+00,2.3245009362e-25,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,2.3101297001e+03,7.5600115216e-06,0.0000000000e+00,0.0000000000e+00,8.4287384543e-29,0.0000000000e+00,0.0000000000e+00,1.5293663742e-25,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,2.4770763560e+03,6.5753124658e-06,0.0000000000e+00,0.0000000000e+00,5.5455470061e-29,0.0000000000e+00,0.0000000000e+00,1.0062209385e-25,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,2.6560877829e+03,5.7188714478e-06,0.0000000000e+00,0.0000000000e+00,3.6485995881e-29,0.0000000000e+00,0.0000000000e+00,6.6202618022e-26,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,2.8480358684e+03,4.9739827293e-06,0.0000000000e+00,0.0000000000e+00,2.4005348711e-29,0.0000000000e+00,0.0000000000e+00,4.3556901569e-26,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,3.0538555088e+03,4.3261165114e-06,0.0000000000e+00,0.0000000000e+00,1.5793916339e-29,0.0000000000e+00,0.0000000000e+00,2.8657532438e-26,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,3.2745491629e+03,3.7626355162e-06,0.0000000000e+00,0.0000000000e+00,1.0391342222e-29,0.0000000000e+00,0.0000000000e+00,1.8854742572e-26,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,3.5111917342e+03,3.2725484837e-06,0.0000000000e+00,0.0000000000e+00,6.8368092609e-30,0.0000000000e+00,0.0000000000e+00,1.2405161516e-26,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,3.7649358068e+03,2.8462957770e-06,0.0000000000e+00,0.0000000000e+00,4.4981639379e-30,0.0000000000e+00,0.0000000000e+00,8.1617678726e-27,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,4.0370172586e+03,2.4755629111e-06,0.0000000000e+00,0.0000000000e+00,2.9594914872e-30,0.0000000000e+00,0.0000000000e+00,5.3698982236e-27,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,4.3287612811e+03,2.1531183712e-06,0.0000000000e+00,0.0000000000e+00,1.9471477762e-30,0.0000000000e+00,0.0000000000e+00,3.5330344519e-27,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,4.6415888336e+03,1.8726725547e-06,0.0000000000e+00,0.0000000000e+00,1.2810932117e-30,0.0000000000e+00,0.0000000000e+00,2.3245007433e-27,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,4.9770235643e+03,1.6287550857e-06,0.0000000000e+00,0.0000000000e+00,8.4287378355e-31,0.0000000000e+00,0.0000000000e+00,1.5293662619e-27,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,5.3366992312e+03,1.4166081106e-06,0.0000000000e+00,0.0000000000e+00,5.5455466351e-31,0.0000000000e+00,0.0000000000e+00,1.0062208712e-27,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,5.7223676594e+03,1.2320934908e-06,0.0000000000e+00,0.0000000000e+00,3.6485994168e-31,0.0000000000e+00,0.0000000000e+00,6.6202614913e-28,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,6.1359072734e+03,1.0716120844e-06,0.0000000000e+00,0.0000000000e+00,2.4005347412e-31,0.0000000000e+00,0.0000000000e+00,4.3556899212e-28,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,6.5793322466e+03,9.3203354128e-07,0.0000000000e+00,0.0000000000e+00,1.5793915631e-31,0.0000000000e+00,0.0000000000e+00,2.8657531152e-28,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,7.0548023107e+03,8.1063524271e-07,0.0000000000e+00,0.0000000000e+00,1.0391341750e-31,0.0000000000e+00,0.0000000000e+00,1.8854741717e-28,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,7.5646332755e+03,7.0504919366e-07,0.0000000000e+00,0.0000000000e+00,6.8368090737e-32,0.0000000000e+00,0.0000000000e+00,1.2405161177e-28,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,8.1113083079e+03,6.1321583285e-07,0.0000000000e+00,0.0000000000e+00,4.4981638017e-32,0.0000000000e+00,0.0000000000e+00,8.1617676254e-29,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,8.6974900262e+03,5.3334385892e-07,0.0000000000e+00,0.0000000000e+00,2.9594914398e-32,0.0000000000e+00,0.0000000000e+00,5.3698981376e-29,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,9.3260334688e+03,4.6387528927e-07,0.0000000000e+00,0.0000000000e+00,1.9471477406e-32,0.0000000000e+00,0.0000000000e+00,3.5330343873e-29,2.8457925313e-05,0.0000000000e+00
5.1454545455e-01,1.0000000000e+04,4.0345507013e-07,0.0000000000e+00,0.0000000000e+00,1.2810932213e-32,0.0000000000e+00,0.0000000000e+00,2.3245007607e-29,2.8457925313e-05,0.0000000000e+00
6.1545454545e-01,1.0000000000e+01,3.9849935323e-01,0.0000000000e+00,0.0000000000e+00,9.9960717021e-15,0.0000000000e+00,0.0000000000e+00,2.3332106880e-11,2.4681931328e-05,0.0000000000e+00
6.1545454545e-01,1.0722672220e+01,3.4655323376e-01,0.0000000000e+00,0.0000000000e+00,6.5724356956e-15,0.0000000000e+00,0.0000000000e+00,1.5340903575e-11,2.4681931328e-05,0.0000000000e+00
6.1545454545e-01,1.1497569954e+01,3.0138312065e-01,0.0000000000e+00,0.0000000000e+00,4.3217601110e-15,0.0000000000e+00,0.0000000000e+00,1.0087539568e-11,2.4681931328e-05,0.0000000000e+00
6.1545454545e-01,1.2328467394e+01,2.6210402314e-01,0.0000000000e+00,0.0000000000e+00,2.8420216236e-15,0.0000000000e+00,0.0000000000e+00,6.6336411197e-12,2.4681931328e-05,0.0000000000e+00
6.1545454545e-01,1.3219411485e+01,2.2794680139e-01,0.0000000000e+00,0.0000000000e+00,1.8690557074e-15,0.0000000000e+00,0.0000000000e+00,4.3626145179e-12,2.4681931328e-05,0.0000000000e+00
6.1545454545e-01,1.4174741629e+01,1.9824293789e-01,0.0000000000e+00,0.0000000000e+00,1.2292538077e-15,0.0000000000e+00,0.0000000000e+00,2.8692352436e-12,2.4681931328e-05,0.0000000000e+00
6.1545454545e-01,1.5199110830e+01,1.7241132537e-01,0.0000000000e+00,0.0000000000e+00,8.0850389950e-16,0.0000000000e+00,0.0000000000e+00,1.8871512689e-12,2.4681931328e-05,0.0000000000e+00
6.1545454545e-01,1.6297508346e+01,1.4994680087e-01,0.0000000000e+00,0.0000000000e+00,5.3179118121e-16,0.0000000000e+00,0.0000000000e+00,1.2412684750e-12,2.4681931328e-05,0.0000000000e+00
6.1545454545e-01,1.7475284000e+01,1.3041019264e-01,0.0000000000e+00,0.0000000000e+00,3.4979708114e-16,0.0000000000e+00,0.0000000000e+00,8.1647102250e-13,2.4681931328e-05,0.0000000000e+00
6.1545454545e-01,1.8738174229e+01,1.1341967805e-01,0.0000000000e+00,0.0000000000e+00,2.3009393430e-16,0.0000000000e+00,0.0000000000e+00,5.3706860331e-13,2.4681931328e-05,0.0000000000e+00
6.1545454545e-01,2.0092330026e+01,9.8643278395e-02,0.0000000000e+00,0.0000000000e+00,1.5135831147e-16,0.0000000000e+00,0.0000000000e+00,3.5328961272e-13,2.4681931328e-05,0.0000000000e+00
